"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"11/7/2022","11/7/2022","11/9/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$197.00","($197.00)"
"11/7/2022","11/7/2022","11/9/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","2","$197.50","($395.00)"
"11/7/2022","11/7/2022","11/8/2022","TSLA","TSLA 11/25/2022 Call $285.00","BTC","2","$0.14","($28.00)"
"11/7/2022","11/7/2022","11/9/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$199.70","($199.70)"
"11/7/2022","11/7/2022","11/8/2022","HOOD","HOOD 12/9/2022 Call $15.00","STO","1","$0.24","$23.98"
"11/4/2022","11/4/2022","11/4/2022","ARKG","Stock Lending","SLIP","","","$0.31"
"11/4/2022","11/4/2022","11/4/2022","COIN","Stock Lending","SLIP","","","$0.17"
"11/3/2022","11/3/2022","11/4/2022","ABCL","ABCL 12/16/2022 Call $19.00","STO","1","$0.10","$9.98"
"11/3/2022","11/3/2022","11/7/2022","ARKG","ARK Genomic Revolution ETF
CUSIP: 00214Q302","Sell","5","$32.68","$163.40"
"11/3/2022","11/3/2022","11/4/2022","TSLA","TSLA 12/2/2022 Put $160.00","STO","1","$1.31","$130.98"
"11/1/2022","11/1/2022","11/2/2022","TSLA","TSLA 11/4/2022 Put $170.00","BTC","1","$0.02","($2.00)"
"11/1/2022","11/1/2022","11/2/2022","TSLA","TSLA 11/25/2022 Call $285.00","STO","1","$0.97","$96.98"
"11/1/2022","11/1/2022","11/2/2022","TSLA","TSLA 11/11/2022 Call $295.00","BTC","1","$0.15","($15.00)"
"10/31/2022","10/31/2022","10/31/2022","","Interest Payment","INT","","","$13.87"
"10/28/2022","10/28/2022","10/31/2022","TSLA","TSLA 11/4/2022 Put $170.00","STO","1","$0.13","$12.98"
"10/27/2022","10/27/2022","10/28/2022","TSLA","TSLA 11/4/2022 Put $140.00","BTC","1","$0.04","($4.00)"
"10/25/2022","10/25/2022","10/26/2022","TSLA","TSLA 11/25/2022 Call $285.00","STO","1","$1.14","$113.98"
"10/21/2022","10/21/2022","10/24/2022","ABCL","Option Expiration for ABCL 10/21/2022 Call $20.00","OEXP","2","",""
"10/21/2022","10/21/2022","10/24/2022","TSLA","Option Expiration for TSLA 10/21/2022 Call $260.00","OEXP","1","",""
"10/17/2022","10/17/2022","10/18/2022","TSLA","TSLA 11/11/2022 Call $295.00","STO","1","$0.84","$83.98"
"10/17/2022","10/17/2022","10/18/2022","TSLA","TSLA 10/21/2022 Call $260.00","STO","1","$0.40","$39.98"
"10/14/2022","10/14/2022","10/17/2022","TSLA","Option Expiration for TSLA 10/14/2022 Call $295.00","OEXP","2","",""
"10/12/2022","10/12/2022","10/13/2022","TSLA","TSLA 11/4/2022 Put $140.00","STO","1","$0.91","$90.98"
"10/6/2022","10/6/2022","10/6/2022","ARKG","Stock Lending","SLIP","","","$0.30"
"10/6/2022","10/6/2022","10/6/2022","TSLA","Stock Lending","SLIP","","","$0.01"
"10/6/2022","10/6/2022","10/6/2022","COIN","Stock Lending","SLIP","","","$0.08"
"10/5/2022","10/5/2022","10/5/2022","","ACH Deposit","ACH","","","$20,000.00"
"10/4/2022","10/4/2022","10/5/2022","TSLA","TSLA 10/14/2022 Call $295.00","STO","1","$0.58","$57.98"
"10/4/2022","10/4/2022","10/5/2022","TSLA","TSLA 10/14/2022 Call $295.00","STO","1","$0.58","$57.98"
"10/4/2022","10/4/2022","10/6/2022","ARKG","ARK Genomic Revolution ETF
CUSIP: 00214Q302","Sell","2","$35.32","$70.65"
"9/30/2022","9/30/2022","9/30/2022","","Interest Payment","INT","","","$0.05"
"9/7/2022","9/7/2022","9/7/2022","COIN","Stock Lending","SLIP","","","$0.10"
"9/7/2022","9/7/2022","9/7/2022","ARKG","Stock Lending","SLIP","","","$0.22"
"8/25/2022","8/25/2022","8/25/2022","TSLA","Tesla
CUSIP: 88160R101","SPL","196.0125","",""
"8/10/2022","8/10/2022","8/11/2022","ABCL","ABCL 10/21/2022 Call $20.00","STO","1","$0.30","$29.98"
"8/5/2022","8/5/2022","8/5/2022","ARKG","Stock Lending","SLIP","","","$0.04"
"8/5/2022","8/5/2022","8/5/2022","COIN","Stock Lending","SLIP","","","$0.78"
"7/7/2022","7/7/2022","7/7/2022","ARKG","Stock Lending","SLIP","","","$0.22"
"7/7/2022","7/7/2022","7/7/2022","COIN","Stock Lending","SLIP","","","$0.70"
"7/7/2022","7/7/2022","7/7/2022","ABCL","Stock Lending","SLIP","","","$0.06"
"6/30/2022","6/30/2022","7/1/2022","ABCL","ABCL 10/21/2022 Call $20.00","STO","1","$0.30","$29.98"
"6/16/2022","6/16/2022","6/21/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$630.00","($630.00)"
"6/13/2022","6/13/2022","6/13/2022","","ACH Deposit","ACH","","","$1,000.00"
"6/6/2022","6/6/2022","6/6/2022","COIN","Stock Lending","SLIP","","","$0.16"
"6/6/2022","6/6/2022","6/6/2022","ARKG","Stock Lending","SLIP","","","$0.01"
"5/24/2022","5/24/2022","5/26/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$635.00","($635.00)"
"5/24/2022","5/24/2022","5/24/2022","","ACH Deposit","ACH","","","$1,000.00"
"5/20/2022","5/20/2022","5/23/2022","HOOD","Option Expiration for HOOD 5/20/2022 Call $27.00","OEXP","1","",""
"5/20/2022","5/20/2022","5/24/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$664.00","($664.00)"
"5/12/2022","5/12/2022","5/16/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$698.92","($698.92)"
"5/11/2022","5/11/2022","5/13/2022","COIN","Coinbase
CUSIP: 19260Q107","Buy","5","$56.00","($280.00)"
"5/10/2022","5/10/2022","5/11/2022","RIVN","RIVN 9/16/2022 Put $25.00","STC","1","$6.45","$644.98"
"5/9/2022","5/9/2022","5/10/2022","RIVN","RIVN 9/16/2022 Put $25.00","BTO","1","$5.90","($590.00)"
"4/28/2022","4/28/2022","4/28/2022","","ACH Deposit","ACH","","","$1,000.00"
"4/27/2022","4/27/2022","4/29/2022","COIN","Coinbase
CUSIP: 19260Q107","Buy","1","$122.00","($122.00)"
"4/26/2022","4/26/2022","4/28/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$900.00","($900.00)"
"4/26/2022","4/26/2022","4/28/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$920.00","($920.00)"
"4/26/2022","4/26/2022","4/26/2022","","ACH Deposit","ACH","","","$1,000.00"
"4/26/2022","4/26/2022","4/28/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$945.00","($945.00)"
"4/26/2022","4/26/2022","4/28/2022","ABCL","Abcellera Biologics
CUSIP: 00288U106","Sell","50","$7.88","$394.00"
"4/25/2022","4/25/2022","4/27/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$980.00","($980.00)"
"4/21/2022","4/21/2022","4/25/2022","COIN","Coinbase
CUSIP: 19260Q107","Buy","1","$138.00","($138.00)"
"4/21/2022","4/21/2022","4/25/2022","COIN","Coinbase
CUSIP: 19260Q107","Buy","1","$138.00","($138.00)"
"4/14/2022","4/14/2022","4/18/2022","ABCL","Option Expiration for ABCL 4/14/2022 Call $25.00","OEXP","1","",""
"4/14/2022","4/14/2022","4/18/2022","HOOD","Option Expiration for HOOD 4/14/2022 Call $27.00","OEXP","1","",""
"4/14/2022","4/14/2022","4/18/2022","ABCL","Option Expiration for ABCL 4/14/2022 Call $35.00","OEXP","1","",""
"4/14/2022","4/14/2022","4/18/2022","HOOD","Option Expiration for HOOD 4/14/2022 Call $25.00","OEXP","1","",""
"4/14/2022","4/14/2022","4/19/2022","COIN","Coinbase
CUSIP: 19260Q107","Buy","2","$147.00","($294.00)"
"4/14/2022","4/14/2022","4/19/2022","COIN","Coinbase
CUSIP: 19260Q107","Buy","5","$148.90","($744.50)"
"4/8/2022","4/8/2022","4/8/2022","","ACH Deposit","ACH","","","$1,000.00"
"3/25/2022","3/25/2022","3/25/2022","","ACH Deposit","ACH","","","$1,000.00"
"3/22/2022","3/22/2022","3/23/2022","HOOD","HOOD 5/20/2022 Call $27.00","STO","1","$0.07","$6.98"
"3/16/2022","3/16/2022","3/17/2022","HOOD","HOOD 4/14/2022 Call $27.00","STO","1","$0.02","$1.98"
"3/14/2022","3/14/2022","3/16/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$770.00","($770.00)"
"3/14/2022","3/14/2022","3/14/2022","","ACH Deposit","ACH","","","$1,000.00"
"3/11/2022","3/11/2022","3/14/2022","PLTR","Option Expiration for PLTR 3/11/2022 Put $9.50","OEXP","1","",""
"3/11/2022","3/11/2022","3/15/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$798.00","($798.00)"
"3/11/2022","3/11/2022","3/15/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$800.00","($800.00)"
"3/11/2022","3/11/2022","3/15/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$805.89","($805.89)"
"3/9/2022","3/9/2022","3/10/2022","HOOD","HOOD 4/14/2022 Call $25.00","STO","1","$0.04","$3.98"
"3/4/2022","3/4/2022","3/7/2022","HOOD","Option Expiration for HOOD 3/4/2022 Call $30.00","OEXP","1","",""
"3/4/2022","3/4/2022","3/7/2022","HOOD","Option Expiration for HOOD 3/4/2022 Call $25.00","OEXP","1","",""
"3/4/2022","3/4/2022","3/8/2022","COIN","Coinbase
CUSIP: 19260Q107","Buy","2","$166.00","($332.00)"
"3/4/2022","3/4/2022","3/8/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$830.00","($830.00)"
"3/3/2022","3/3/2022","3/3/2022","","ACH Deposit","ACH","","","$1,000.00"
"2/25/2022","2/25/2022","2/28/2022","PLTR","Option Expiration for PLTR 2/25/2022 Put $10.50","OEXP","1","",""
"2/25/2022","2/25/2022","2/28/2022","HOOD","Option Expiration for HOOD 2/25/2022 Call $25.00","OEXP","1","",""
"2/23/2022","2/23/2022","2/23/2022","","ACH Deposit","ACH","","","$1,000.00"
"2/23/2022","2/23/2022","2/25/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$790.00","($790.00)"
"2/22/2022","2/22/2022","2/24/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$805.00","($805.00)"
"2/22/2022","2/22/2022","2/22/2022","","ACH Deposit","ACH","","","$1,000.00"
"2/22/2022","2/22/2022","2/24/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$817.88","($817.88)"
"2/22/2022","2/22/2022","2/24/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$819.00","($819.00)"
"2/22/2022","2/22/2022","2/22/2022","TSLA","Tesla
CUSIP: 88160R101","REC","0.0062","",""
"2/17/2022","2/17/2022","2/18/2022","PLTR","PLTR 2/25/2022 Put $10.50","STO","1","$0.07","$6.98"
"2/17/2022","2/17/2022","2/17/2022","","ACH Deposit","ACH","","","$1,000.00"
"2/14/2022","2/14/2022","2/14/2022","","ACH Deposit","ACH","","","$1,000.00"
"2/11/2022","2/11/2022","2/14/2022","PLTR","PLTR 3/11/2022 Put $9.50","STO","1","$0.13","$12.98"
"2/2/2022","2/2/2022","2/2/2022","","Price Correction Credits","MISC","","","$0.02"
"2/2/2022","2/2/2022","2/3/2022","DWAC","DWAC 6/17/2022 Put $5.00","STC","4","$0.05","$19.98"
"2/2/2022","2/2/2022","2/3/2022","DWAC","DWAC 6/17/2022 Put $5.00","BTO","2","$0.07","($14.00)"
"2/1/2022","2/1/2022","2/2/2022","HOOD","HOOD 3/4/2022 Call $30.00","STO","1","$0.05","$4.98"
"2/1/2022","2/1/2022","2/1/2022","","ACH Deposit","ACH","","","$1,000.00"
"1/28/2022","1/28/2022","1/31/2022","HOOD","Option Expiration for HOOD 1/28/2022 Call $30.00","OEXP","1","",""
"1/28/2022","1/28/2022","1/31/2022","HOOD","HOOD 3/4/2022 Call $25.00","STO","1","$0.09","$8.98"
"1/28/2022","1/28/2022","1/31/2022","HOOD","HOOD 2/11/2022 Call $30.00","BTC","1","$0.03","($3.00)"
"1/28/2022","1/28/2022","2/1/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$801.00","($801.00)"
"1/28/2022","1/28/2022","2/1/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","2","$801.35","($1,602.70)"
"1/24/2022","1/24/2022","1/26/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$856.00","($856.00)"
"1/24/2022","1/24/2022","1/26/2022","COIN","Coinbase
CUSIP: 19260Q107","Buy","1","$174.91","($174.91)"
"1/24/2022","1/24/2022","1/26/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","4","$871.28","($3,485.11)"
"1/24/2022","1/24/2022","1/26/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$863.97","($863.97)"
"1/24/2022","1/24/2022","1/26/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$861.33","($861.33)"
"1/21/2022","1/21/2022","1/25/2022","COIN","Coinbase
CUSIP: 19260Q107","Buy","2","$190.00","($380.00)"
"1/21/2022","1/21/2022","1/25/2022","CLOV","Clover Health Investments
CUSIP: 18914F103","Sell","100","$2.65","$265.22"
"1/21/2022","1/21/2022","1/21/2022","","ACH Deposit","ACH","","","$1,000.00"
"1/21/2022","1/21/2022","1/25/2022","COIN","Coinbase
CUSIP: 19260Q107","Buy","1","$194.00","($194.00)"
"1/21/2022","1/21/2022","1/25/2022","COIN","Coinbase
CUSIP: 19260Q107","Buy","1","$194.00","($194.00)"
"1/18/2022","1/18/2022","1/19/2022","HOOD","HOOD 2/25/2022 Call $25.00","STO","1","$0.16","$15.98"
"1/18/2022","1/18/2022","1/20/2022","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","1","$14.40","($14.40)"
"1/18/2022","1/18/2022","1/20/2022","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","4","$14.40","($57.60)"
"1/12/2022","1/12/2022","1/13/2022","HOOD","HOOD 1/28/2022 Call $30.00","STO","1","$0.03","$2.98"
"1/10/2022","1/10/2022","1/12/2022","COIN","Coinbase
CUSIP: 19260Q107","Buy","1","$218.00","($218.00)"
"1/7/2022","1/7/2022","1/10/2022","HOOD","HOOD 2/11/2022 Call $30.00","STO","1","$0.10","$9.98"
"1/5/2022","1/5/2022","1/7/2022","COIN","Coinbase
CUSIP: 19260Q107","Buy","1","$240.00","($240.00)"
"1/5/2022","1/5/2022","1/7/2022","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","10","$16.50","($165.00)"
"12/31/2021","12/31/2021","12/31/2021","ARKG","Cap Gains: R/D 2021-12-30 P/D 2021-12-31 - 12 shares at 0.38239","LCAP","","","$4.59"
"12/31/2021","12/31/2021","12/31/2021","","ACH Deposit","ACH","","","$4,500.00"
"12/28/2021","12/28/2021","12/30/2021","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","1","$17.65","($17.65)"
"12/28/2021","12/28/2021","12/30/2021","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","9","$17.65","($158.85)"
"12/28/2021","12/28/2021","12/30/2021","COIN","Coinbase
CUSIP: 19260Q107","Buy","1","$264.50","($264.50)"
"12/28/2021","12/28/2021","12/30/2021","COIN","Coinbase
CUSIP: 19260Q107","Buy","1","$265.40","($265.40)"
"12/27/2021","12/27/2021","12/29/2021","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","5","$18.40","($92.00)"
"12/23/2021","12/23/2021","12/27/2021","HOOD","HOOD 12/23/2021 Put $25.00","OASGN","1","",""
"12/23/2021","12/23/2021","12/28/2021","HOOD","Robinhood Markets
CUSIP: 770700102
1 HOOD Option Assigned","Buy","100","$25.00","($2,500.00)"
"12/21/2021","12/21/2021","12/23/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$892.00","($892.00)"
"12/20/2021","12/20/2021","12/22/2021","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","10","$17.90","($179.00)"
"12/20/2021","12/20/2021","12/22/2021","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","10","$18.10","($181.00)"
"12/20/2021","12/20/2021","12/22/2021","COIN","Coinbase
CUSIP: 19260Q107","Buy","1","$234.00","($234.00)"
"12/17/2021","12/17/2021","12/20/2021","HOOD","HOOD 12/17/2021 Put $30.00","OASGN","1","",""
"12/17/2021","12/17/2021","12/21/2021","HOOD","Robinhood Markets
CUSIP: 770700102
1 HOOD Option Assigned","Buy","100","$30.00","($3,000.00)"
"12/17/2021","12/17/2021","12/17/2021","","ACH Deposit","ACH","","","$1,000.00"
"12/17/2021","12/17/2021","12/21/2021","COIN","Coinbase
CUSIP: 19260Q107","Buy","1","$240.00","($240.00)"
"12/16/2021","12/16/2021","12/20/2021","COIN","Coinbase
CUSIP: 19260Q107","Buy","1","$245.00","($245.00)"
"12/16/2021","12/16/2021","12/20/2021","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","10","$18.00","($180.00)"
"12/16/2021","12/16/2021","12/20/2021","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","9","$18.20","($163.80)"
"12/16/2021","12/16/2021","12/20/2021","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","1","$18.20","($18.20)"
"12/16/2021","12/16/2021","12/20/2021","COIN","Coinbase
CUSIP: 19260Q107","Buy","1","$252.00","($252.00)"
"12/16/2021","12/16/2021","12/16/2021","","ACH Deposit","ACH","","","$3,000.00"
"12/16/2021","12/16/2021","12/17/2021","GM","GM 6/17/2022 Put $55.00","STC","1","$4.25","$424.98"
"12/15/2021","12/15/2021","12/17/2021","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","10","$18.15","($181.50)"
"12/14/2021","12/14/2021","12/15/2021","DWAC","DWAC 6/17/2022 Put $5.00","BTO","2","$0.25","($50.00)"
"12/13/2021","12/13/2021","12/15/2021","COIN","Coinbase
CUSIP: 19260Q107","Buy","1","$245.00","($245.00)"
"12/13/2021","12/13/2021","12/13/2021","","ACH Deposit","ACH","","","$500.00"
"12/10/2021","12/10/2021","12/14/2021","COIN","Coinbase
CUSIP: 19260Q107","Buy","1","$255.10","($255.10)"
"12/10/2021","12/10/2021","12/10/2021","","ACH Deposit","ACH","","","$1,000.00"
"11/30/2021","11/30/2021","12/1/2021","ABCL","ABCL 4/14/2022 Call $35.00","STO","1","$0.14","$13.98"
"11/30/2021","11/30/2021","12/1/2021","ABCL","ABCL 4/14/2022 Call $25.00","STO","1","$0.50","$49.98"
"11/29/2021","11/29/2021","11/30/2021","GM","GM 6/17/2022 Put $55.00","BTO","1","$4.55","($455.00)"
"11/23/2021","11/23/2021","11/26/2021","COIN","Coinbase
CUSIP: 19260Q107","Buy","1","$315.00","($315.00)"
"11/22/2021","11/22/2021","11/23/2021","HOOD","HOOD 12/23/2021 Put $25.00","STO","1","$1.16","$115.98"
"11/18/2021","11/18/2021","11/19/2021","HOOD","HOOD 12/17/2021 Put $30.00","STO","1","$1.44","$143.98"
"11/5/2021","11/5/2021","11/8/2021","HOOD","Option Expiration for HOOD 11/5/2021 Put $32.00","OEXP","1","",""
"11/4/2021","11/4/2021","11/8/2021","COIN","Coinbase
CUSIP: 19260Q107","Buy","10","$344.42","($3,444.19)"
"10/27/2021","10/27/2021","10/29/2021","IPOF","Social Capital Hedosophia H
CUSIP: G8251L105","Sell","100","$10.22","$1,021.98"
"10/27/2021","10/27/2021","10/29/2021","OSCR","Oscar Health
CUSIP: 687793109","Sell","150","$16.94","$2,540.96"
"10/22/2021","10/22/2021","10/22/2021","","ACH Deposit","ACH","","","$1,000.00"
"10/18/2021","10/18/2021","10/19/2021","HOOD","HOOD 11/5/2021 Put $32.00","STO","1","$0.36","$35.98"
"10/15/2021","10/15/2021","10/18/2021","OSCR","Option Expiration for OSCR 10/15/2021 Call $30.00","OEXP","1","",""
"10/15/2021","10/15/2021","10/18/2021","ABCL","Option Expiration for ABCL 10/15/2021 Put $12.50","OEXP","1","",""
"10/15/2021","10/15/2021","10/18/2021","ABCL","Option Expiration for ABCL 10/15/2021 Call $30.00","OEXP","6","",""
"10/15/2021","10/15/2021","10/18/2021","IPOF","Option Expiration for IPOF 10/15/2021 Call $15.00","OEXP","1","",""
"10/13/2021","10/13/2021","10/15/2021","COIN","Coinbase
CUSIP: 19260Q107","Buy","1","$246.00","($246.00)"
"10/12/2021","10/12/2021","10/14/2021","COIN","Coinbase
CUSIP: 19260Q107","Buy","1","$251.95","($251.95)"
"10/11/2021","10/11/2021","10/13/2021","OSCR","Oscar Health
CUSIP: 687793109","Buy","50","$14.62","($731.24)"
"9/21/2021","9/21/2021","9/22/2021","OSCR","OSCR 10/15/2021 Call $30.00","STO","1","$0.05","$4.98"
"9/20/2021","9/20/2021","9/22/2021","OSCR","Oscar Health
CUSIP: 687793109","Buy","42","$17.53","($736.26)"
"9/20/2021","9/20/2021","9/22/2021","OSCR","Oscar Health
CUSIP: 687793109","Buy","8","$17.53","($140.24)"
"9/20/2021","9/20/2021","9/22/2021","OSCR","Oscar Health
CUSIP: 687793109","Buy","50","$17.53","($876.50)"
"9/13/2021","9/13/2021","9/15/2021","DUOL","Duolingo
CUSIP: 26603R106","Sell","5","$169.51","$847.54"
"9/10/2021","9/10/2021","9/13/2021","CLOV","Option Expiration for CLOV 9/10/2021 Call $14.00","OEXP","1","",""
"9/7/2021","9/7/2021","9/8/2021","CLOV","CLOV 9/10/2021 Call $14.00","STO","1","$0.19","$18.98"
"9/3/2021","9/3/2021","9/7/2021","CLOV","Option Expiration for CLOV 9/3/2021 Call $12.00","OEXP","1","",""
"9/3/2021","9/3/2021","9/7/2021","IPOF","IPOF 10/15/2021 Call $15.00","STO","1","$0.17","$16.98"
"9/2/2021","9/2/2021","9/3/2021","ABCL","ABCL 10/15/2021 Call $30.00","STO","1","$0.10","$9.98"
"9/2/2021","9/2/2021","9/3/2021","ABCL","ABCL 10/15/2021 Call $30.00","STO","1","$0.05","$4.98"
"9/2/2021","9/2/2021","9/3/2021","ABCL","ABCL 10/15/2021 Call $30.00","STO","1","$0.05","$4.98"
"9/2/2021","9/2/2021","9/3/2021","ABCL","ABCL 10/15/2021 Call $30.00","STO","1","$0.05","$4.98"
"9/2/2021","9/2/2021","9/3/2021","ABCL","ABCL 10/15/2021 Call $30.00","STO","1","$0.08","$7.98"
"8/31/2021","8/31/2021","9/1/2021","ABCL","ABCL 10/15/2021 Call $30.00","STO","1","$0.10","$9.98"
"8/20/2021","8/20/2021","8/23/2021","ABCL","Option Expiration for ABCL 8/20/2021 Call $25.00","OEXP","6","",""
"8/17/2021","8/17/2021","8/19/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$653.20","($653.20)"
"8/17/2021","8/17/2021","8/19/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","2","$653.20","($1,306.40)"
"8/17/2021","8/17/2021","8/17/2021","","ACH Deposit","ACH","","","$1,000.00"
"8/17/2021","8/17/2021","8/19/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$654.78","($654.78)"
"8/16/2021","8/16/2021","8/18/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$681.93","($681.93)"
"8/16/2021","8/16/2021","8/18/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$681.99","($681.99)"
"8/16/2021","8/16/2021","8/18/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$682.44","($682.44)"
"8/16/2021","8/16/2021","8/18/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$682.44","($682.44)"
"8/16/2021","8/16/2021","8/18/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","2","$683.16","($1,366.32)"
"8/16/2021","8/16/2021","8/17/2021","TQQQ","TQQQ 8/20/2021 Put $110.00","BTC","1","$0.13","($13.00)"
"8/11/2021","8/11/2021","8/12/2021","TQQQ","TQQQ 8/20/2021 Put $110.00","STO","1","$0.28","$27.98"
"8/9/2021","8/9/2021","8/10/2021","ABCL","ABCL 8/20/2021 Call $25.00","STO","1","$0.05","$4.98"
"8/9/2021","8/9/2021","8/10/2021","ABCL","ABCL 8/20/2021 Call $25.00","STO","5","$0.05","$24.98"
"8/9/2021","8/9/2021","8/10/2021","CLOV","CLOV 9/3/2021 Call $12.00","STO","1","$0.23","$22.98"
"8/6/2021","8/6/2021","8/10/2021","TSLA","Tesla
CUSIP: 88160R101","Buy","2","$703.00","($1,406.00)"
"7/30/2021","7/30/2021","8/2/2021","PLTR","Option Expiration for PLTR 7/30/2021 Put $21.50","OEXP","1","",""
"7/30/2021","7/30/2021","8/2/2021","CLOV","Option Expiration for CLOV 7/30/2021 Call $14.50","OEXP","1","",""
"7/29/2021","7/29/2021","8/2/2021","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","20","$38.00","($760.00)"
"7/28/2021","7/28/2021","7/30/2021","DUOL","Duolingo
CUSIP: 26603R106","Buy","5","$102.00","($510.00)"
"7/27/2021","7/27/2021","7/27/2021","","ACH Deposit","ACH","","","$5,000.00"
"7/16/2021","7/16/2021","7/19/2021","ABCL","ABCL 7/16/2021 Put $19.00","OASGN","1","",""
"7/16/2021","7/16/2021","7/20/2021","ABCL","Abcellera Biologics
CUSIP: 00288U106
1 ABCL Option Assigned","Buy","100","$19.00","($1,900.00)"
"7/16/2021","7/16/2021","7/19/2021","ABCL","ABCL 7/16/2021 Put $22.50","OASGN","2","",""
"7/16/2021","7/16/2021","7/20/2021","ABCL","Abcellera Biologics
CUSIP: 00288U106
2 ABCL Options Assigned","Buy","200","$22.50","($4,500.00)"
"7/15/2021","7/15/2021","7/19/2021","CURV","Torrid
CUSIP: 89142B107","Sell","1","$22.80","$22.80"
"7/15/2021","7/15/2021","7/15/2021","","ACH Deposit","ACH","","","$1,000.00"
"7/14/2021","7/14/2021","7/15/2021","ABCL","ABCL 10/15/2021 Put $12.50","STO","1","$0.60","$59.98"
"7/14/2021","7/14/2021","7/16/2021","ABCL","Abcellera Biologics
CUSIP: 00288U106","Buy","50","$17.80","($890.00)"
"7/13/2021","7/13/2021","7/15/2021","PLTR","Palantir Technologies
CUSIP: 69608A108","Sell","245","$22.52","$5,517.78"
"7/7/2021","7/7/2021","7/9/2021","CURV","Torrid
CUSIP: 89142B107","Buy","1","$28.26","($28.26)"
"7/7/2021","7/7/2021","7/9/2021","ABCL","Abcellera Biologics
CUSIP: 00288U106","Buy","20","$18.59","($371.79)"
"7/2/2021","7/2/2021","7/6/2021","PLTR","Option Expiration for PLTR 7/2/2021 Call $35.00","OEXP","1","",""
"7/1/2021","7/1/2021","7/2/2021","PLTR","PLTR 7/30/2021 Put $21.50","STO","1","$0.27","$26.98"
"6/25/2021","6/25/2021","6/29/2021","ABCL","Abcellera Biologics
CUSIP: 00288U106","Buy","50","$20.27","($1,013.33)"
"6/25/2021","6/25/2021","6/28/2021","CLOV","CLOV 7/30/2021 Call $14.50","STO","1","$2.15","$214.98"
"6/18/2021","6/18/2021","6/21/2021","ABCL","Option Expiration for ABCL 6/18/2021 Put $22.50","OEXP","1","",""
"6/18/2021","6/18/2021","6/21/2021","ABCL","Option Expiration for ABCL 6/18/2021 Call $35.00","OEXP","1","",""
"6/18/2021","6/18/2021","6/21/2021","CLOV","Option Expiration for CLOV 6/18/2021 Call $13.00","OEXP","1","",""
"6/14/2021","6/14/2021","6/15/2021","ABCL","ABCL 7/16/2021 Put $22.50","STO","1","$1.25","$124.98"
"6/11/2021","6/11/2021","6/14/2021","PLTR","Option Expiration for PLTR 6/11/2021 Put $19.50","OEXP","1","",""
"6/9/2021","6/9/2021","6/10/2021","ABCL","ABCL 7/16/2021 Put $19.00","STO","1","$0.55","$54.98"
